query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",2-hop,agentic-graph,local,none,2,11091,2226,312,2538,SEC-010;FUEL-025;CDL-012;SEC-009,FUEL-025;CDL-012;SEC-010;SEC-009;ENG-014,5,0,sufficient,semantic,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",2-hop,adaptive,local,none,2,11805,1922,324,2246,FUEL-025;SEC-010;CDL-012;SEC-009,FUEL-025;CDL-012;SEC-010;SEC-009;ENG-014,5,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",2-hop,vanilla,local,none,2,7704,534,258,792,AUTO-031;HMI-060,AUTO-031;AUTO-011;HMI-060;AUTO-038;AUTO-020,5,0,,,,,0.5,0.3333,0.4,0.3333,0.2,2,3,2,2-hop,True
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",2-hop,agentic,local,none,2,13257,2118,388,2506,FDR-016;AUTO-031;HMI-060,AUTO-031;AUTO-011;AUTO-038;HMI-060;FDR-016,5,0,sufficient,semantic,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",2-hop,graphrag,local,none,2,8705,1536,336,1872,AUTO-031;HMI-060;FDR-016,AUTO-031;AUTO-011;HMI-060;AUTO-038;AUTO-020;ENG-015;AUTO-032;FDR-016;ADS-020;AUTO-006;AUTO-027;AUTO-035;BIT-036;CDL-029;EMS-031,15,0,,,,,0.6667,0.6667,0.6667,0.6667,0.1333,3,3,2,2-hop,True
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",2-hop,agentic-graph,local,none,2,20749,4372,625,4997,AUTO-031;HMI-060,AUTO-031;AUTO-011;AUTO-038;HMI-060;AUTO-020,5,3,continue,semantic,,,0.5,0.3333,0.4,0.3333,0.2,2,3,2,2-hop,True
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",2-hop,adaptive,local,none,2,22271,3727,637,4364,AUTO-031;HMI-060,AUTO-031;AUTO-011;AUTO-038;HMI-060;AUTO-020,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",0.5,0.3333,0.4,0.3333,0.2,2,3,2,2-hop,True
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,2-hop,vanilla,local,none,2,9539,488,447,935,FDR-005;FCC-047;BIT-008;FCC-015,BIT-008;FDR-005;FCC-047;BIT-028;FCC-015,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,2-hop,agentic,local,none,2,22260,3130,667,3797,FDR-005;FCC-047;BIT-008;BIT-036;FCC-015,FCC-047;FCC-015;FCC-051;FCC-029;FCC-043;FCC-051;FCC-015;FCC-047;FCC-042;FCC-029;BIT-008;BIT-036;BIT-028;BIT-026;BIT-027,15,0,sufficient,semantic,,,0.6,1.0,0.75,0.6667,0.1818,5,3,2,2-hop,True
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,2-hop,graphrag,local,none,2,9217,1234,351,1585,FCC-047;FDR-005;BIT-008;BIT-028;APM-026;BIT-026;BIT-027;BIT-002,BIT-008;FDR-005;FCC-047;BIT-028;FCC-015;BIT-002;BIT-026;BIT-027;APM-026;EMS-001;EOIR-024;FCC-013;FCC-014;FCC-052;FDR-001,15,0,,,,,0.375,1.0,0.5455,1.0,0.2,8,3,2,2-hop,True
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,2-hop,agentic-graph,local,none,2,19986,3663,701,4364,FDR-005;FCC-047;BIT-008;BIT-036;BIT-037;FDR-016,FCC-015;FCC-051;FCC-047;FCC-029;FCC-043;FDR-005;FDR-028;FDR-030;FDR-022;FDR-016;BIT-008;BIT-036;BIT-028;BIT-037;BIT-027,15,0,sufficient,semantic,,,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,True
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,2-hop,adaptive,local,none,2,10090,1234,502,1736,FDR-005;FCC-047;BIT-008;BIT-028;BIT-026;BIT-027;FCC-013;FCC-014;FCC-015,BIT-008;FDR-005;FCC-047;BIT-028;FCC-015;BIT-002;BIT-026;BIT-027;APM-026;EMS-001;EOIR-024;FCC-013;FCC-014;FCC-052;FDR-001,15,0,,,graphrag,R3: n_modules (3) ≥ 2 + chain_indicator → always-walk graph,0.3333,1.0,0.5,1.0,0.2,9,3,2,2-hop,True
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",2-hop,vanilla,local,none,2,6166,623,269,892,PWR-018;PWR-035;FCC-055,PWR-035;PWR-018;FCC-055;STR-027;SEC-004,5,0,,,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",2-hop,agentic,local,none,2,13476,2351,517,2868,PWR-018;PWR-013;PWR-035;FCC-036;FCC-055;EPS-009,PWR-035;PWR-018;FCC-055;FCC-050;EPS-009;CDL-017;STR-027;PWR-013,8,0,sufficient,semantic,,,0.3333,0.6667,0.4444,0.6667,0.25,6,3,2,2-hop,True
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",2-hop,graphrag,local,none,2,15060,1475,333,1808,PWR-018;CDL-025;PWR-035;FCC-036;FCC-055,PWR-035;PWR-018;FCC-055;STR-027;SEC-004;INS-002;BIT-006;PWR-013;ADS-001;ADS-003;BIT-040;CDL-025;EMS-029;FCC-036;GPS-001,15,0,,,,,0.6,1.0,0.75,1.0,0.2,5,3,2,2-hop,True
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",2-hop,agentic-graph,local,none,2,17626,3940,371,4311,EPS-009;EPS-023,EPS-009;EPS-023;EPS-012;EPS-020;EPS-025,5,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,2,3,2,2-hop,True
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",2-hop,adaptive,local,none,2,23788,4585,820,5405,PWR-018;PWR-013;INS-035;CDL-025;PWR-035;FCC-055;EPS-009,PWR-035;PWR-018;FCC-055;FCC-050;EPS-009;CDL-017;STR-027;PWR-013;INS-035;CDL-025,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",0.4286,1.0,0.6,1.0,0.3,7,3,2,2-hop,True
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",2-hop,vanilla,local,none,2,6549,537,165,702,PWR-006;PWR-034,PWR-034;PWR-006;EPS-023;LDG-030;ENG-043,5,0,,,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,False
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",2-hop,agentic,local,none,2,20680,3821,656,4477,EPS-004;EPS-012;EPS-023,EPS-023;EPS-012;EPS-004;EPS-020;EPS-006,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,False
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",2-hop,graphrag,local,none,2,6542,1446,151,1597,PWR-006;PWR-034,PWR-034;PWR-006;EPS-023;LDG-030;ENG-043;PWR-002;ENG-045;EPS-004;APM-001;APM-002;ENG-026;ENG-036;EPS-001;EPS-009;EPS-024,15,0,,,,,1.0,0.6667,0.8,0.6667,0.1333,2,3,2,2-hop,False
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",2-hop,agentic-graph,local,none,2,21268,4401,593,4994,EPS-004;EPS-006;EPS-012;EPS-023,EPS-023;EPS-012;EPS-004;EPS-020;EPS-006,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,False
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",2-hop,adaptive,local,none,2,25959,3921,864,4785,EPS-006;EPS-004;EPS-012;EPS-023;EPS-024,EPS-023;EPS-012;EPS-004;EPS-020;EPS-006,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,False
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",2-hop,vanilla,local,none,2,6780,514,280,794,ALX2-FCC-003;HMI-020;ALX2-AUTO-003,ALX2-FCC-003;ALX2-AUTO-003;HMI-020;AUTO-037;ENG-044,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",2-hop,agentic,local,none,2,28739,6058,909,6967,ALX2-FCC-003;HMI-020;FCC-024,ICE-012;ICE-020;ICE-009;ICE-002;ICE-006;ALX2-FCC-003;FCC-024;FCC-023;NBC3-FCC-002;FCC-055;ADS-023;ADS-002;SKT1-ADS-001;STR7-ADS-001;ADS-025,15,3,continue,semantic,,,0.6667,0.6667,0.6667,0.3333,0.0667,3,3,2,2-hop,True
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",2-hop,graphrag,local,none,2,9787,1574,443,2017,ALX2-FCC-003;ENG-018;HMI-020;AUTO-003,ALX2-FCC-003;ALX2-AUTO-003;HMI-020;AUTO-037;ENG-044;AUTO-012;ENG-040;ENG-039;ALX2-FCC-002;EMS-032;ENG-009;ENG-012;ENG-013;ENG-018;ENG-028,15,0,,,,,0.5,0.6667,0.5714,1.0,0.2,4,3,2,2-hop,True
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",2-hop,agentic-graph,local,none,2,27244,6504,813,7317,ALX2-FCC-003;HMI-020;FCC-010,ICE-012;ICE-020;ICE-009;ICE-002;ICE-006;ALX2-FCC-003;FCC-024;FCC-055;FCC-010;STR7-FCC-002;ADS-002;ADS-023;ADS-025;ADS-018;ADS-008,15,3,continue,semantic,,,0.6667,0.6667,0.6667,0.3333,0.0667,3,3,2,2-hop,True
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",2-hop,adaptive,local,none,2,28243,5977,901,6878,ALX2-FCC-003;HMI-020;FCC-024,ICE-012;ICE-020;ICE-009;ICE-002;ICE-006;ALX2-FCC-003;FCC-055;FCC-024;FCC-023;NBC3-FCC-002;ADS-023;ADS-002;ADS-025;ADS-003;STR7-ADS-001,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.6667,0.6667,0.6667,0.3333,0.0667,3,3,2,2-hop,True
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",2-hop,vanilla,local,none,2,6366,509,163,672,GCS-007;AUTO-022;EMS-015,GCS-007;EMS-015;CDL-011;GCS-009;AUTO-022,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",2-hop,agentic,local,none,2,18362,3638,451,4089,GCS-007;AUTO-022;EMS-015;EMS-011,AUTO-022;EMS-015;EMS-011;GCS-007;AUTO-039,5,3,continue,semantic,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",2-hop,graphrag,local,none,2,6847,1313,233,1546,GCS-007;AUTO-022;EMS-015;CDL-006;GCS-009,GCS-007;EMS-015;CDL-011;GCS-009;AUTO-022;GCS-011;GCS-005;EMS-011;APM-009;AUTO-006;AUTO-039;BIT-027;CDL-006;CDL-038;COMM-006,15,0,,,,,0.6,1.0,0.75,1.0,0.2,5,3,2,2-hop,True
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",2-hop,agentic-graph,local,none,2,18413,4324,513,4837,GCS-007;AUTO-022;EMS-011;EMS-015,GCS-007;EMS-015;AUTO-022;FCC-040;EMS-011,5,3,continue,semantic,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",2-hop,adaptive,local,none,2,4731,509,131,640,GCS-007;AUTO-022;EMS-015,GCS-007;EMS-015;CDL-011;GCS-009;AUTO-022,5,0,,,vanilla,R5: numeric_hint + single_module (GCS) → top-K,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,vanilla,local,none,2,5595,508,191,699,ENG-030;ENG-017,ENG-030;ENG-017;EMS-013;EMS-014;STR7-FCC-004,5,0,,,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,False
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,agentic,local,none,2,22188,5308,602,5910,ICE-015;ICE-020,FCC-037;FCC-038;FCC-030;FCC-040;FCC-009;ICE-015;ICE-018;ICE-020;ICE-014;ICE-009,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,2,3,2,2-hop,False
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,graphrag,local,none,2,8407,1509,272,1781,ENG-017;ENG-030,ENG-030;ENG-017;EMS-013;EMS-014;STR7-FCC-004;TCS-018;ENG-007;EMS-020;ALX2-FCC-002;EMS-033;FCC-003;FCC-010;FUEL-013;LDG-001;STR-008,15,0,,,,,1.0,0.6667,0.8,0.6667,0.1333,2,3,2,2-hop,False
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,agentic-graph,local,none,2,23467,4481,778,5259,ICE-015;ICE-020;ICE-001;ICE-003,ICE-015;ICE-018;ICE-020;ICE-001;ICE-003,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,False
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,adaptive,local,none,2,28832,6678,1076,7754,STR7-FCC-003;ICE-015,FCC-030;ALX2-FCC-002;STR7-FCC-003;SKT1-FCC-004;FCC-037;ICE-015;ICE-018;ICE-020;ICE-014;ICE-003;FCC-050;FCC-009;FCC-010,13,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",0.5,0.3333,0.4,0.3333,0.0769,2,3,2,2-hop,False
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",2-hop,vanilla,local,none,2,13002,554,729,1283,FMS-012;AUTO-025;ENG-022;ENG-016;FCC-032,AUTO-025;FMS-012;FCC-032;ENG-022;ENG-016,5,0,,,,,0.4,0.6667,0.5,0.6667,0.4,5,3,2,2-hop,True
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",2-hop,agentic,local,none,2,39797,5269,1544,6813,NAV-012;FCC-024;FCC-038,NAV-001;ALX2-NAV-001;NAV-016;NAV-027;NAV-012;STR7-FCC-002;FCC-038;FCC-020;FCC-024;STR7-FCC-006,10,3,continue,semantic,,,0.3333,0.3333,0.3333,0.3333,0.1,3,3,2,2-hop,True
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",2-hop,graphrag,local,none,2,12941,1459,671,2130,FMS-012;AUTO-017;AUTO-025;FCC-038;FCC-032;ENG-022;ALX2-FCC-004,AUTO-025;FMS-012;FCC-032;ENG-022;ENG-016;FCC-020;FCC-038;FMS-013;ALX2-FCC-004;ALX2-FMS-001;AUTO-010;AUTO-017;AUTO-026;AUTO-028;ENG-021,15,0,,,,,0.4286,1.0,0.6,1.0,0.2,7,3,2,2-hop,True
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",2-hop,agentic-graph,local,none,2,28781,5689,878,6567,NAV-010;NAV-032;FCC-038;FCC-020,NAV-001;NAV-016;ALX2-NAV-001;NAV-010;NAV-032;FCC-038;STR7-FCC-002;STR7-FCC-006;FCC-020;FCC-049,10,3,continue,semantic,,,0.25,0.3333,0.2857,0.3333,0.1,4,3,2,2-hop,True
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",2-hop,adaptive,local,none,2,11775,554,613,1167,FMS-012;AUTO-025;FCC-032;ENG-022;ENG-016,AUTO-025;FMS-012;FCC-032;ENG-022;ENG-016,5,0,,,vanilla,R5: numeric_hint + single_module (FCC) → top-K,0.4,0.6667,0.5,0.6667,0.4,5,3,2,2-hop,True
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",2-hop,vanilla,local,none,2,9146,435,426,861,FDR-016;FDR-070;BIT-009;BIT-025;EMS-019,BIT-009;BIT-025;EMS-019;BIT-011;FDR-070,5,0,,,,,0.4,0.6667,0.5,0.3333,0.2,5,3,2,2-hop,True
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",2-hop,agentic,local,none,2,17506,1861,793,2654,FDR-016;FDR-070;BIT-037;BIT-009;EMS-019;BIT-011,EMS-019;BIT-009;BIT-037;FDR-070;BIT-011,5,0,sufficient,semantic,,,0.3333,0.6667,0.4444,0.3333,0.2,6,3,2,2-hop,True
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",2-hop,graphrag,local,none,2,10624,1461,445,1906,BIT-036;FDR-016;FDR-070;FDR-004;BIT-009;BIT-037,BIT-009;BIT-025;EMS-019;BIT-011;FDR-070;BIT-026;BIT-037;BIT-032;APM-008;BIT-029;BIT-040;EOIR-024;FDR-004;FDR-016;SAR-019,15,0,,,,,0.5,1.0,0.6667,0.6667,0.1333,6,3,2,2-hop,True
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",2-hop,agentic-graph,local,none,2,16420,2170,690,2860,FDR-070;BIT-037;BIT-009;EMS-019,EMS-019;BIT-009;BIT-037;FDR-070;BIT-011,5,0,sufficient,semantic,,,0.25,0.3333,0.2857,0.3333,0.2,4,3,2,2-hop,True
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",2-hop,adaptive,local,none,2,30025,5438,1133,6571,BIT-036;BIT-037;BIT-008;BIT-026;BIT-030;BIT-028;BIT-025;BIT-027;EMS-019,BIT-037;FCC-051;BIT-036;EMS-019;BIT-008;BIT-026;BIT-028;BIT-032;BIT-025;BIT-030;BIT-027,11,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",0.1111,0.3333,0.1667,0.3333,0.0909,9,3,2,2-hop,True
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",2-hop,vanilla,local,none,2,8145,533,378,911,SEC-020;BIT-033;SEC-022;GCS-011;GCS-009,BIT-033;SEC-020;SEC-022;GCS-011;GCS-009,5,0,,,,,0.6,1.0,0.75,1.0,0.6,5,3,2,2-hop,True
