query,pipeline,repeat,query_type,gemini_judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
Where did Shivaji Ii's father die?,vanilla,2,2-hop,2026-08-21,True,The answer is fully supported by the provided contexts.,1058,2026-08-20,True,The retrieved context confirms Rajaram I was Shivaji II’s father and died in Sinhagad.,768
Where did Paulding Farnham's wife die?,vanilla,2,2-hop,2026-08-21,True,The answer accurately notes that the context lacks the death location while correctly summarizing the supported biographical facts.,1122,2026-08-20,True,The answer accurately summarizes the retrieved contexts and does not add unsupported information about where Paulding Farnham’s wife died.,668
What is the place of birth of Oliver Penrose's father?,vanilla,2,2-hop,2026-08-21,True,The answer accurately identifies that Oliver Penrose's father is Lionel Penrose and correctly states that his place of birth is not provided in the context.,1339,2026-08-20,True,The answer accurately states that Lionel Penrose's place of birth is not present in the retrieved contexts.,968
"Who is younger, Adam Morawski or Matt Kilcullen?",vanilla,2,1-hop,2026-08-21,True,All factual claims and citations are directly supported by the retrieved contexts.,984,2026-08-20,True,Both birth dates for Adam Morawski and Matt Kilcullen are present in the retrieved contexts.,643
Which award the director of film Solstice (Film) received?,vanilla,2,2-hop,2026-08-21,True,The answer accurately reflects the contents of the retrieved contexts and correctly states that the requested information cannot be determined from them.,1259,2026-08-20,True,All claims in the answer are supported: the contexts do not state any award for the director of Solstice and the reasoning correctly addresses what is and isn't in the provided contexts.,902
"Are director of film The Case Is Closed, Forget It and director of film Le Signorine Dello 04 from the same country?",vanilla,2,3+-hop,2026-08-21,False,"The contexts identify the nationality of the films as Italian, but do not state the nationality or country of origin of the individual directors.",1536,2026-08-20,True,"Both films are described as Italian and their directors are named, so it is supported they are from the same country.",982
Who is the father of the director of film Dino Ki Dulhaniya?,vanilla,2,2-hop,2026-08-21,True,The answer accurately states that the retrieved contexts do not provide information about the father of director Mehreen Jabbar.,1647,2026-08-20,True,The answer accurately reflects that the retrieved contexts do not provide information about Mehreen Jabbar's father.,1407
Are both directors of films Dead Man Running and Night Alone from the same country?,vanilla,2,3+-hop,2026-08-21,True,The answer accurately reflects the information in the provided context and correctly states that the directors' nationalities are missing.,1168,2026-08-20,True,The answer accurately reflects that the contexts only confirm the films are British and do not state the directors' nationalities.,887
Do director of film Brain Damage (Film) and director of film The Hole In The Ground (Film) have the same nationality?,vanilla,2,3+-hop,2026-08-21,False,The claim that the directors share the same nationality in the provided context is unsupported and contradicted by the context.,1176,2026-08-20,False,"The context does not provide Frank Henenlotter’s nationality, so the claim they have the same nationality is unsupported.",748
"Which film has the director who was born later, L'Eclisse or A Matter Of Morals?",vanilla,2,3+-hop,2026-08-21,True,"All statements in the answer are fully supported by the retrieved contexts, which lack the birth date for John Cromwell.",1494,2026-08-20,True,The answer correctly notes that John Cromwell's birth date is not present in the retrieved contexts.,1175
"Who was born later, Jay T. Harris or Amie Casey?",vanilla,2,1-hop,2026-08-21,True,Every claim and cited date in the answer is fully supported by the retrieved contexts.,983,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,640
Where was the director of film Chopsticks (Film) born?,vanilla,2,2-hop,2026-08-21,True,The answer accurately states that Chopsticks was directed by Sachin Yardi per the retrieved context and correctly notes that his birthplace is not mentioned.,1386,2026-08-20,True,The answer accurately states that the director's birthplace is not in the retrieved contexts and cites only the supported fact of direction by Sachin Yardi.,1055
"Which film whose director was born first, Flesh And The Spur or Memories Of A Mexican?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately cites the directors from the retrieved context and correctly notes that their birth dates are not provided.,1252,2026-08-20,True,The answer only uses details present in the retrieved contexts and correctly states that director birth dates are not provided.,916
Who is the father of Alexios Iii Angelos?,vanilla,2,2-hop,2026-08-21,True,The answer accurately reflects what is explicitly stated in the retrieved contexts while noting the limits of the text.,1874,2026-08-20,True,The answer accurately describes what is and is not stated in the provided contexts without making unsupported claims.,1385
"Which magazine came out first, Family Herald or Books For Keeps?",vanilla,2,1-hop,2026-08-21,True,All factual statements regarding the launch dates and order of the magazines are fully supported by the context.,1170,2026-08-20,True,All claims about launch dates and sequence are directly supported by the retrieved contexts.,764
"Which film has the director born earlier, Trail To Vengeance or Sally'S Irish Rogue?",vanilla,2,3+-hop,2026-08-21,True,"All statements in the answer are strictly supported by the context, which names the directors but lacks their birth dates.",1167,2026-08-20,True,Every claim is supported; the directors’ names are given and the lack of birth date information is accurately stated.,896
Where was the composer of film Billy Elliot born?,vanilla,2,2-hop,2026-08-21,True,The answer accurately notes that Stephen Warbeck is named as the composer in the context and correctly acknowledges that his birthplace is not mentioned.,1324,2026-08-20,True,The answer only claims what is directly in context: the composer's name and that the birthplace is not provided.,1024
"Which film has the director who is older than the other, Velli Vizha or A Year Ago In Winter? ",vanilla,2,3+-hop,2026-08-21,True,The answer accurately reflects the information in the contexts and correctly points out that the birth dates or ages of the directors are missing.,1261,2026-08-20,True,The answer only makes claims directly supported by the contexts and does not introduce unsupported information.,882
"Which film came out earlier, Kalyana Mandapam or Lucrèce Borgia?",vanilla,2,1-hop,2026-08-21,True,All claims regarding the release years of the films are fully supported by the retrieved context.,1501,2026-08-20,False,"The context shows Lucrèce Borgia was released in both 1935 and 1953, so the claim that the 1953 film is the earliest is not fully supported compared to Kalyana Mandapam (1965/1971).",940
"Which film was released more recently, Bhanwarey or Harlem Nights?",vanilla,2,1-hop,2026-08-21,True,All facts regarding the release dates of Bhanwarey and Harlem Nights are directly supported by the context.,1567,2026-08-20,True,Both release dates are explicitly stated in the retrieved contexts.,1288
"Which film has the director who was born first, Valley Of The Redwoods or The Law Of Men?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately cites the directors from the provided contexts and correctly states that their birth dates are not provided.,937,2026-08-20,True,The answer accurately states that the directors' birth dates are not included in the retrieved contexts.,643
"Which film has the director who was born earlier, The Blackmailers or Re-Animator?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately cites the directors from the provided texts and correctly notes that their birth dates are not present in the context.,1611,2026-08-20,True,The answer only makes claims grounded in the contexts and correctly states that the required information on birth dates is not present.,1292
