query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",adaptive,2,2-hop,2026-08-16,True,All claims are directly supported by GPS-029 and contexts; absence of APM port requirements is correctly noted.,1408
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",vanilla,2,2-hop,2026-08-16,True,"All claims are supported: FCC and essential-bus ride-through requirements are cited with IDs and details from the context, and the absence of GNSS-specific ride-through beyond essential-bus power is c",1201
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",agentic,2,2-hop,2026-08-16,True,"Every claim in the answer is supported by the retrieved contexts, with all cited requirements present and the ambiguity regarding 50 ms explicitly identified.",1722
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",graphrag,2,2-hop,2026-08-16,True,"Every claim in the answer is grounded in and accurately reflects the retrieved contexts, with appropriate caveats about the GPS/GNSS requirement specificity.",1965
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",agentic-graph,2,2-hop,2026-08-16,True,"All factual claims about the 50 ms ride-through requirements for FCC, essential bus, and GNSS, as well as their specific requirement IDs and test specifications, are directly supported by the retrieve",1804
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",adaptive,2,2-hop,2026-08-16,True,"All claims trace directly to retrieved contexts, with correct limitations about GNSS ride-through support lacking explicit requirement text.",1203
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",vanilla,2,2-hop,2026-08-16,True,"All claims about two-step confirmation, full-diff display, uplink logging with timestamp and operator ID, and the scope of FDR-015 are supported and referenced explicitly in the retrieved contexts.",826
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",agentic,2,2-hop,2026-08-16,True,"All claims about confirmation workflow, diff display, and logging are verbatim or light inference from the retrieved requirements.",1008
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",graphrag,2,2-hop,2026-08-16,True,"All claims about workflow, full-diff display, confirmation process, and uplink logging with timestamp and operator ID are explicitly supported in the retrieved contexts.",1849
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",agentic-graph,2,2-hop,2026-08-16,True,"All claims about operator confirmation, full-diff display, and logging with timestamp and operator ID are supported by the retrieved contexts.",999
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",adaptive,2,2-hop,2026-08-16,False,"The claim about the FMS not activating until after confirmation, the two-step workflow, the full diff display, and the logging (timestamp and operator ID) are supported, but the statement about GCS re",1047
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",vanilla,2,2-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved requirements EPS-004, EPS-006, and EPS-012.",909
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",agentic,2,2-hop,2026-08-16,False,"The answer makes claims about specific loads (P1+P2), bus ties, and operational details that are only partially supported or extrapolated from the contexts; for instance, [EPS-006] references 'P1+P2 l",1086
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",graphrag,2,2-hop,2026-08-16,True,"All claims about retained loads (P1/P2), their specifics, and bus tie transitions are directly supported by EPS-006, PWR-032, and EPS-024; related behaviors are correctly cited from EPS-012 and EPS-01",2059
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",agentic-graph,2,2-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts, with requirements and state transitions correctly cited.",850
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",adaptive,2,2-hop,2026-08-16,False,"The claim about reconnection of shed P3-P6 loads after BATT_ONLY mode is not directly supported as relevant to the question, which only asked about loads and bus ties during BATT_ONLY mode.",869
